City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
546,Cabo San Lucas,MX,22.8909,-109.9124,78.06,69,0,5.99,clear sky,4/20/2022 18:42
547,Popondetta,PG,-8.7537,148.2534,73.31,94,64,2.68,broken clouds,4/20/2022 18:47
548,Iqaluit,CA,63.7506,-68.5145,19.13,67,75,8.05,broken clouds,4/20/2022 18:47
549,Yumen,CN,40.2833,97.2,50.13,15,100,9.46,overcast clouds,4/20/2022 18:47
550,Miamisburg,US,39.6428,-84.2866,61.45,47,100,9.22,haze,4/20/2022 18:46
551,Nuuk,GL,64.1835,-51.7216,23.61,58,40,15.01,scattered clouds,4/20/2022 18:42
552,Sampit,ID,-2.5333,112.95,73.54,99,97,0.67,overcast clouds,4/20/2022 18:47
553,Port Blair,IN,11.6667,92.75,84.24,79,20,2.3,mist,4/20/2022 18:47
554,Karakol,KG,42.4907,78.3936,49.95,78,100,5.66,overcast clouds,4/20/2022 18:47
555,Mayo,US,38.8876,-76.5119,63.09,41,0,7,clear sky,4/20/2022 18:47
556,Bally,US,40.4023,-75.5871,58.32,38,0,1.99,clear sky,4/20/2022 18:47
557,Demba,CD,-5.51,22.2667,69.53,98,100,1.36,moderate rain,4/20/2022 18:47
558,Bambanglipuro,ID,-7.95,110.2833,75.96,89,66,4.07,broken clouds,4/20/2022 18:47
559,Prado,BR,-17.3411,-39.2208,80.02,63,0,9.89,clear sky,4/20/2022 18:47
560,Fairview,US,40.8126,-73.999,59.95,30,0,13.8,clear sky,4/20/2022 18:45
561,Guerrero Negro,MX,27.9769,-114.0611,68.29,60,100,19.48,overcast clouds,4/20/2022 18:46
562,Vitry-Le-Francois,FR,48.7333,4.5833,56.26,68,100,7.27,overcast clouds,4/20/2022 18:47
563,Catio,GW,11.2833,-15.25,79.79,65,58,11.88,broken clouds,4/20/2022 18:47
564,Talcahuano,CL,-36.7167,-73.1167,60.48,51,20,12.66,few clouds,4/20/2022 18:45
565,Sinazongwe,ZM,-17.2614,27.4618,69.21,85,15,11.1,moderate rain,4/20/2022 18:47
566,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,80.8,89,95,3.36,light rain,4/20/2022 18:47
567,Zyryanka,RU,65.75,150.85,2.95,98,100,2.8,overcast clouds,4/20/2022 18:47
568,Raudeberg,NO,61.9875,5.1352,48.87,83,14,8.97,few clouds,4/20/2022 18:47
569,Lima,PE,-12.0432,-77.0282,70.05,68,0,10.36,clear sky,4/20/2022 18:46
570,Christchurch,NZ,-43.5333,172.6333,71.47,67,100,6.91,light rain,4/20/2022 18:45
571,Tezu,IN,27.9167,96.1667,70.3,77,93,3.24,overcast clouds,4/20/2022 18:47
572,Kochubey,RU,44.3861,46.5825,57.4,67,100,19.06,overcast clouds,4/20/2022 18:47
573,Sangar,RU,63.9242,127.4739,13.42,98,100,1.7,overcast clouds,4/20/2022 18:47
574,Bella Vista,US,36.4295,-94.2316,58.73,82,100,18.41,overcast clouds,4/20/2022 18:42
575,Luganville,VU,-15.5333,167.1667,79.56,84,10,4.07,clear sky,4/20/2022 18:47
576,Chernyshevskiy,RU,63.0128,112.4714,2.23,98,100,2.55,overcast clouds,4/20/2022 18:47
577,Tahe,CN,52.3333,124.7333,26.35,89,8,3.62,clear sky,4/20/2022 18:47
578,Cedar City,US,37.6775,-113.0619,64.4,33,0,3.44,clear sky,4/20/2022 18:47
579,Antalaha,MG,-14.9003,50.2788,76.37,96,100,11.65,heavy intensity rain,4/20/2022 18:47
580,Kanganpur,PK,30.7663,74.1231,84.33,21,69,6.6,broken clouds,4/20/2022 18:47
581,Cochrane,CA,51.1834,-114.4687,35.87,66,40,10.36,scattered clouds,4/20/2022 18:45
582,Sterling,US,39.0062,-77.4286,62.24,35,20,5.75,few clouds,4/20/2022 18:42
583,Ylojarvi,FI,61.5563,23.5961,46.31,67,0,1.14,clear sky,4/20/2022 18:47
584,Haapiti,PF,-17.5667,-149.8667,82.13,72,20,8.14,light rain,4/20/2022 18:47
585,Mandera,KE,3.9366,41.867,87.12,53,41,3.33,scattered clouds,4/20/2022 18:47
586,Riyadh,SA,24.6877,46.7219,91.54,12,75,14.38,broken clouds,4/20/2022 18:47
587,Thinadhoo,MV,0.5333,72.9333,83.5,72,13,3.89,few clouds,4/20/2022 18:47
588,Santa Helena De Goias,BR,-17.8136,-50.5969,85.86,35,0,4.03,clear sky,4/20/2022 18:47
589,Baghdad,IQ,33.3406,44.4009,78.71,17,75,12.66,broken clouds,4/20/2022 18:46
590,Pitimbu,BR,-7.4706,-34.8086,79.39,73,30,10.47,scattered clouds,4/20/2022 18:47
591,Kabinda,CD,-6.1333,24.4833,68.72,92,100,6.69,light rain,4/20/2022 18:47
592,Pokhara,NP,28.2333,83.9833,67.39,72,0,4.32,clear sky,4/20/2022 18:47
593,Port Hawkesbury,CA,45.6169,-61.3485,54.52,62,75,11.5,broken clouds,4/20/2022 18:47
594,Isla Vista,US,34.4133,-119.861,74.3,62,20,8.05,few clouds,4/20/2022 18:47
595,Chicama,PE,-7.8447,-79.1469,66.74,57,16,10.87,few clouds,4/20/2022 18:47
596,Yablochnyy,RU,47.1661,142.0661,46.53,73,99,22.62,overcast clouds,4/20/2022 18:47
597,Jacareacanga,BR,-6.2222,-57.7528,82.09,88,100,2.35,light rain,4/20/2022 18:47
598,Macklin,CA,52.3334,-109.9348,32.34,84,100,15.79,overcast clouds,4/20/2022 18:47
599,Kurkino,RU,53.4257,38.6582,46.02,97,100,19.17,light rain,4/20/2022 18:47
600,Tatawin,TN,32.9297,10.4518,81.39,10,100,6.87,overcast clouds,4/20/2022 18:47
601,Barra Do Corda,BR,-5.5,-45.25,82.09,90,70,3.67,broken clouds,4/20/2022 18:47
602,Wuwei,CN,37.9281,102.6414,52.56,18,100,4.45,overcast clouds,4/20/2022 18:47
603,Zeya,RU,53.75,127.2667,27.14,75,3,5.03,clear sky,4/20/2022 18:47
604,Trelew,AR,-43.249,-65.3051,64.47,21,99,16.49,overcast clouds,4/20/2022 18:47
605,Suhbaatar,MN,50.2314,106.2078,31.1,55,79,0.92,broken clouds,4/20/2022 18:47
606,Sibolga,ID,1.7427,98.7792,76.26,88,100,2.75,heavy intensity rain,4/20/2022 18:47
607,Atambua,ID,-9.1061,124.8925,72.45,88,100,3.87,overcast clouds,4/20/2022 18:47
608,Brookings,US,44.3114,-96.7984,44.46,89,100,3.44,overcast clouds,4/20/2022 18:47
609,Maldonado,UY,-34.6667,-54.9167,81.79,37,5,9.91,clear sky,4/20/2022 18:47
610,Wufeng,CN,27.45,104.8333,51.08,73,100,6.49,overcast clouds,4/20/2022 18:47
611,Havelock,US,34.8791,-76.9013,63.99,42,0,6.91,clear sky,4/20/2022 18:47
612,Tremembe,BR,-22.9583,-45.5494,80.47,53,20,2.3,few clouds,4/20/2022 18:47
613,Haflong,IN,25.1833,93.0333,67.51,89,76,1.12,broken clouds,4/20/2022 18:47
614,Naze,JP,28.3667,129.4833,67.12,76,100,6.02,overcast clouds,4/20/2022 18:47
615,Salamiyah,SY,35.0113,37.0532,53.44,81,0,8.81,clear sky,4/20/2022 18:47
616,Ivanava,BY,52.1451,25.5365,41.31,93,100,6.85,overcast clouds,4/20/2022 18:47
617,Sulangan,PH,11.1373,123.7228,81.7,80,15,11.16,few clouds,4/20/2022 18:47
618,San Luis,AR,-33.295,-66.3356,69.39,47,46,14,scattered clouds,4/20/2022 18:47
619,Stromness,GB,58.965,-3.296,44.56,90,10,14,clear sky,4/20/2022 18:47
620,Marang,MY,5.2056,103.2059,78.71,84,100,0.54,overcast clouds,4/20/2022 18:47
621,Vredendal,ZA,-31.6683,18.5012,72.81,31,9,5.12,clear sky,4/20/2022 18:47
622,Yagodnoye,RU,62.55,149.6667,-2.33,96,61,3.67,broken clouds,4/20/2022 18:47
623,Ismailia,EG,30.6043,32.2723,61.66,68,0,10.22,clear sky,4/20/2022 18:47
624,Aguimes,ES,27.9054,-15.4461,65.66,63,40,26.46,scattered clouds,4/20/2022 18:47
625,Mezen,RU,65.8522,44.24,21.81,94,19,2.59,few clouds,4/20/2022 18:47
626,Marsaxlokk,MT,35.8419,14.5431,61.54,80,52,18.52,broken clouds,4/20/2022 18:47
627,Santa Cruz,BO,-17.8,-63.1667,89.06,54,75,18.41,broken clouds,4/20/2022 18:47
628,Mweka,CD,-4.85,21.5667,70.11,97,100,2.37,light rain,4/20/2022 18:47
629,Cap Malheureux,MU,-19.9842,57.6142,77.47,88,100,3,overcast clouds,4/20/2022 18:47
630,Winslow,US,35.0242,-110.6974,77.14,10,2,19.57,clear sky,4/20/2022 18:47
631,Kushiro,JP,42.975,144.3747,39.11,93,0,9.69,clear sky,4/20/2022 18:47
632,Crestview,US,30.7621,-86.5705,78.71,32,0,11.5,clear sky,4/20/2022 18:47
633,Maniitsoq,GL,65.4167,-52.9,21.31,54,94,4.32,overcast clouds,4/20/2022 18:47
634,Ahuimanu,US,21.4447,-157.8378,76.86,76,40,11.5,scattered clouds,4/20/2022 18:47
635,Kungurtug,RU,50.5994,97.5228,24.75,80,79,2.44,broken clouds,4/20/2022 18:47
636,Nara,JP,34.6851,135.8049,58.5,63,100,3.89,overcast clouds,4/20/2022 18:46
637,Ferrol,ES,43.4832,-8.2369,54.27,71,5,6.2,clear sky,4/20/2022 18:47
638,Abha,SA,18.2164,42.5053,67.82,73,0,6.91,clear sky,4/20/2022 18:47
639,Hereford,GB,52.0568,-2.7148,56.21,83,87,6.8,overcast clouds,4/20/2022 18:47
640,Razole,IN,16.4833,81.8333,81.03,84,9,6.42,clear sky,4/20/2022 18:47
641,Alghero,IT,40.5589,8.3181,66.29,63,0,10.36,clear sky,4/20/2022 18:47
642,Karratha,AU,-20.7377,116.8463,83.32,39,14,7.02,few clouds,4/20/2022 18:47
643,Kirakira,SB,-10.4544,161.9205,79.2,86,100,6.55,overcast clouds,4/20/2022 18:47
644,Sinnamary,GF,5.3833,-52.95,79.02,88,100,11.52,light rain,4/20/2022 18:47
645,Kenai,US,60.5544,-151.2583,44.02,52,0,8.05,clear sky,4/20/2022 18:47
646,San Vicente,AR,-26.6167,-54.1333,79.72,33,2,3.09,clear sky,4/20/2022 18:47
647,Trier,DE,49.7557,6.6394,57.85,61,1,4.61,clear sky,4/20/2022 18:47
648,Ottawa,CA,45.4112,-75.6981,48.87,44,20,18.41,few clouds,4/20/2022 18:47
649,Jiuquan,CN,39.7432,98.5174,47.91,17,95,1.61,overcast clouds,4/20/2022 18:47
650,Oranjestad,AW,12.524,-70.027,82.35,78,75,17.27,broken clouds,4/20/2022 18:42
651,Dzialdowo,PL,53.2396,20.17,44.44,98,100,6.96,light rain,4/20/2022 18:47
652,Port Said,EG,31.2565,32.2841,62.58,77,20,12.66,few clouds,4/20/2022 18:47
653,Devonport,AU,-41.1667,146.35,49.08,67,7,9.06,clear sky,4/20/2022 18:47
654,Mananjary,MG,-21.2167,48.3333,74.5,90,61,6.55,light rain,4/20/2022 18:48
655,Oranjemund,NA,-28.55,16.4333,67.32,52,10,3.67,clear sky,4/20/2022 18:48
656,Gusau,NG,12.1628,6.6614,95.7,23,19,1.72,few clouds,4/20/2022 18:48
657,Kaabong,UG,3.4836,34.1492,68.85,68,100,7.09,overcast clouds,4/20/2022 18:48
658,Cardoso,BR,-20.0819,-49.9142,89.71,28,19,6.17,few clouds,4/20/2022 18:48
659,Savannah Bight,HN,16.45,-85.85,80.91,71,9,7.31,clear sky,4/20/2022 18:48
660,Basoko,CD,1.2391,23.616,73.13,91,94,4.09,overcast clouds,4/20/2022 18:48
661,Lamesa,US,32.7376,-101.951,89.53,7,4,12.12,clear sky,4/20/2022 18:48
662,Labytnangi,RU,66.6572,66.4183,0.72,82,15,10.22,few clouds,4/20/2022 18:44
663,Marzuq,YE,14.4,46.4667,70.61,53,0,6.96,clear sky,4/20/2022 18:48
664,Namatanai,PG,-3.6667,152.4333,79.63,82,93,8.37,light rain,4/20/2022 18:48
665,West Plains,US,36.7281,-91.8524,50.83,95,100,13.8,thunderstorm with rain,4/20/2022 18:48
666,Alakurtti,RU,66.9672,30.3491,39.06,100,99,2.51,overcast clouds,4/20/2022 18:48
667,Dali,CN,25.7,100.1833,57.78,70,99,4.52,overcast clouds,4/20/2022 18:48
668,Chake Chake,TZ,-5.2459,39.7666,75.94,88,100,8.97,overcast clouds,4/20/2022 18:48
669,Hoa Binh,VN,20.8133,105.3383,67.82,87,0,2.19,clear sky,4/20/2022 18:48
670,Durango,MX,24.8333,-104.8333,82.67,7,13,6.42,few clouds,4/20/2022 18:48
671,Locri,IT,38.2414,16.2623,56.57,93,85,0.96,overcast clouds,4/20/2022 18:48
672,Natal,BR,-5.795,-35.2094,88.02,66,40,14.97,scattered clouds,4/20/2022 18:43
673,Taoudenni,ML,22.6783,-3.9836,94.39,9,0,11.48,clear sky,4/20/2022 18:48
674,Sharjah,AE,25.3573,55.4033,80.58,78,0,2.3,clear sky,4/20/2022 18:48
675,Coos Bay,US,43.3665,-124.2179,52.14,96,100,14.97,overcast clouds,4/20/2022 18:48
676,Kloulklubed,PW,7.0419,134.2556,75.7,84,100,14.97,heavy intensity rain,4/20/2022 18:48
677,Arvika,SE,59.6553,12.5852,59.61,64,12,3.58,few clouds,4/20/2022 18:48
